temperature,humidity,rainfall,wind_speed,pressure,coastal_proximity,elevation,annual_rainfall,cloud_visibility,seasonal_rainfall,flood_risk,cyclone_risk,heatwave_risk,overall_risk
44.7,72.3,66.7,105.7,1023.3,0,1412.7,2357.0,37.1,1001.0,0,1,0,1
38.9,62.7,53.8,19.2,977.6,1,1337.4,2778.1,86.1,1164.7,0,2,0,2
23.2,49.3,220.5,17.6,979.3,1,628.5,3294.0,55.3,141.6,2,1,0,2
32.8,75.7,45.1,6.8,991.0,0,1111.1,1692.5,71.6,1753.5,0,0,0,0
46.9,33.2,262.8,57.6,1010.1,1,910.8,1120.8,10.3,1186.6,2,2,1,2
32.5,20.7,325.0,76.9,985.3,1,455.1,1161.0,73.7,1149.1,2,2,1,2
16.5,23.6,83.4,5.9,953.3,1,1390.9,1311.3,81.2,1320.6,0,1,0,1
19.5,85.9,187.1,0.2,971.3,1,486.8,3339.3,89.6,601.7,2,1,0,2
15.1,91.9,103.2,147.8,996.3,0,1235.9,1157.8,96.9,435.8,0,2,0,2
46.9,63.0,342.6,116.7,1010.2,0,1083.9,2564.3,95.1,589.0,2,1,0,2
33.8,68.3,72.2,66.3,969.2,0,872.5,2923.2,77.8,395.7,0,1,0,1
18.8,78.1,129.0,135.3,948.4,0,689.1,2946.8,25.8,1182.4,0,2,0,2
45.8,34.4,98.7,46.5,1019.7,1,1031.1,1063.5,22.9,910.2,0,1,1,1
27.3,71.6,140.9,108.6,952.4,0,904.9,1633.6,11.9,1670.5,0,2,0,2
39.0,71.6,15.3,37.3,947.5,0,1407.9,2298.9,81.3,117.9,0,1,0,1
40.1,63.4,286.4,127.9,947.6,0,720.6,2188.6,50.0,410.0,2,2,0,2
22.6,32.4,19.6,103.8,996.5,0,31.8,633.6,59.0,294.9,0,1,0,1
43.7,53.2,0.4,33.6,960.4,1,221.1,2466.1,30.3,1770.1,0,2,1,2
24.6,90.7,288.0,16.9,955.3,0,336.8,3369.4,35.4,245.0,2,1,0,2
22.7,48.8,323.6,12.7,943.9,0,267.1,2091.4,64.0,1390.9,2,0,0,2
15.7,73.4,105.5,122.6,971.4,0,406.6,1997.8,43.2,604.3,0,2,0,2
44.5,83.9,276.1,129.3,1028.0,0,480.4,1671.8,74.9,1592.5,2,1,0,2
28.2,25.4,202.2,143.9,965.1,0,484.6,882.6,79.1,770.0,1,2,0,2
28.8,58.5,340.5,90.3,997.3,0,1203.2,2461.9,32.1,895.5,2,1,0,2
28.9,62.7,186.4,123.2,974.6,1,790.4,2829.8,83.0,516.7,1,2,0,2
13.3,48.9,71.1,127.6,972.6,1,1436.4,3262.7,15.4,763.8,0,2,0,2
42.3,89.3,286.7,44.2,953.0,1,363.7,2983.5,15.0,361.8,2,2,0,2
46.6,76.3,132.1,4.0,1026.8,1,81.1,818.0,62.3,1006.0,1,1,1,1
32.6,32.7,51.4,21.2,962.1,0,853.8,2941.1,23.5,446.6,0,0,0,0
38.3,79.8,244.5,44.9,977.0,1,666.0,2434.5,11.2,311.4,2,2,0,2
12.3,71.4,211.5,26.0,954.4,1,1249.0,2539.7,88.8,1152.9,1,2,0,2
41.5,93.5,175.7,106.4,978.1,0,407.7,775.8,44.0,1907.0,1,2,0,2
38.2,52.0,19.6,58.8,1014.0,0,1224.8,1905.3,38.2,1319.6,0,0,0,0
41.4,33.2,281.2,97.0,957.5,0,156.6,1588.1,80.1,737.4,2,2,2,2
19.1,33.0,37.3,31.8,941.0,1,281.6,1105.2,93.6,556.6,0,2,0,2
13.2,65.6,15.7,148.0,983.5,0,471.9,3330.5,10.8,777.6,0,2,0,2
20.7,51.9,68.2,112.8,1005.3,0,1054.0,792.1,46.7,1508.8,0,1,0,1
13.8,84.6,52.6,88.1,974.4,0,435.2,954.6,51.7,1781.9,0,1,0,1
13.5,77.5,309.5,121.1,998.9,0,1490.1,2004.9,99.3,1256.6,2,2,0,2
29.9,81.5,156.6,19.7,966.2,1,60.0,2638.3,71.5,554.3,2,2,0,2
47.9,68.6,335.3,85.0,1029.5,0,1207.1,927.9,88.3,1139.6,2,1,0,2
46.8,82.5,30.5,14.1,968.2,1,242.2,1340.4,42.7,269.5,0,2,1,2
16.8,81.8,90.3,71.0,963.0,1,975.4,921.3,21.2,1180.6,0,2,0,2
11.5,88.7,140.3,128.6,1022.5,0,661.2,2037.4,66.2,695.9,1,1,0,1
13.2,53.1,157.5,131.6,1029.2,0,930.9,2431.6,76.7,565.2,0,1,0,1
41.2,20.6,298.6,43.6,954.2,1,1280.7,1169.2,88.7,1371.4,2,2,0,2
23.3,57.5,187.3,122.7,949.8,0,1097.7,3252.4,93.0,1559.6,1,2,0,2
17.6,46.3,111.0,149.5,983.8,1,171.5,1863.7,59.1,1902.2,1,2,0,2
15.5,37.1,198.9,148.2,1009.7,0,1404.7,1584.5,48.7,999.5,0,2,0,2
12.1,89.4,333.4,102.6,964.3,0,125.4,707.8,46.5,666.8,2,2,0,2
37.1,89.7,183.7,100.4,963.4,0,138.7,3204.9,40.8,1531.0,2,2,0,2
16.3,47.9,146.7,71.3,1002.0,0,1448.4,1810.4,92.1,1183.6,0,1,0,1
41.3,64.9,312.8,29.8,1005.0,0,485.6,3459.1,94.5,1511.4,2,0,1,2
38.0,45.3,52.7,68.8,953.3,1,170.4,3409.9,46.6,1089.3,0,2,1,2
10.1,56.0,291.4,18.9,980.4,0,54.7,2737.1,26.9,1423.2,2,0,0,2
39.4,68.1,75.6,31.5,957.2,0,555.4,1591.4,37.2,683.2,0,1,0,1
41.1,30.0,174.7,149.9,977.3,1,528.3,2127.4,57.1,1553.7,1,2,1,2
14.3,34.1,149.9,26.5,993.5,1,572.3,3035.3,72.0,931.2,1,1,0,1
20.8,69.6,323.8,128.5,1029.6,0,134.5,549.3,93.9,297.0,2,1,0,2
38.5,69.9,190.7,95.0,985.3,0,1001.6,3055.1,29.1,1576.1,1,1,0,1
31.0,29.2,299.7,142.6,971.6,1,619.4,2961.3,73.3,1508.2,2,2,0,2
10.3,50.0,78.4,42.5,1019.2,1,461.1,3208.0,91.8,1379.3,0,1,0,1
10.2,92.7,11.4,3.9,1011.1,1,502.6,3377.5,99.4,559.5,0,1,0,1
47.0,35.4,225.6,124.3,1012.1,1,193.3,2408.8,98.0,430.1,2,2,2,2
44.4,61.4,153.1,14.9,1012.1,0,947.2,2852.8,85.9,1291.9,0,0,0,0
19.9,64.2,332.0,30.6,948.4,1,17.3,2810.1,23.8,1274.4,2,2,0,2
30.7,97.8,200.1,3.8,1006.1,1,951.7,2832.8,26.8,1339.8,1,1,0,1
18.4,35.5,294.2,108.9,1012.6,1,1155.6,2477.8,34.7,1876.5,2,2,0,2
33.8,71.1,202.8,15.5,981.3,0,160.6,1347.4,90.5,276.3,2,0,0,2
28.8,48.9,293.4,58.6,984.2,0,620.6,1959.6,66.3,499.6,2,1,0,2
26.0,91.2,221.7,67.6,954.5,1,15.2,1036.0,61.1,1252.6,2,2,0,2
11.2,98.1,347.8,72.6,995.3,0,237.6,2725.1,93.4,466.4,2,1,0,2
11.1,21.8,179.1,22.9,1018.0,0,1347.9,588.5,22.5,258.5,0,0,0,0
36.3,30.1,95.8,29.9,948.3,1,700.6,2927.0,49.2,1898.1,0,2,0,2
45.0,40.0,69.3,126.9,1004.6,1,154.3,2879.5,62.9,414.7,0,2,2,2
17.8,77.8,151.7,66.9,993.7,1,1223.8,2368.7,64.7,915.7,1,2,0,2
31.6,49.9,221.4,9.6,955.1,0,1437.1,1259.2,46.9,1247.4,1,0,0,1
43.3,96.0,185.7,59.7,950.3,1,644.1,1057.7,32.1,508.8,1,2,0,2
24.1,31.6,110.1,1.4,1001.9,1,320.7,2202.4,38.9,542.0,1,1,0,1
12.5,42.7,74.3,32.6,990.5,0,860.9,2438.8,71.4,926.9,0,0,0,0
40.9,35.9,17.4,74.1,944.2,1,631.9,872.3,25.4,721.1,0,2,1,2
24.5,66.1,99.8,96.5,1017.0,0,1367.5,1353.1,85.7,865.3,0,1,0,1
44.0,93.4,13.7,96.7,946.3,0,1244.8,1745.2,37.1,702.7,0,2,0,2
23.1,26.4,271.1,74.1,944.2,1,1044.7,1863.7,86.4,1937.6,2,2,0,2
14.6,49.9,216.3,4.4,944.3,0,208.1,3480.6,87.5,1476.1,2,0,0,2
18.6,27.0,253.4,121.8,1013.5,0,1401.2,3104.0,33.4,1591.4,1,1,0,1
14.2,95.8,26.3,49.4,995.1,1,404.9,1011.0,22.4,975.3,0,2,0,2
14.8,89.0,263.6,133.2,1026.9,1,955.4,2504.7,57.0,557.0,2,2,0,2
28.2,59.2,98.2,115.9,983.4,0,395.7,1388.7,17.5,1161.2,0,2,0,2
43.2,72.8,257.3,30.9,947.0,1,90.4,539.4,29.5,1655.2,2,2,1,2
17.1,28.4,73.0,88.6,987.5,1,1140.7,1435.5,50.9,392.6,0,2,0,2
29.2,93.1,76.6,54.5,1027.8,0,1170.0,1063.9,35.0,412.0,0,0,0,0
21.7,89.6,226.9,22.1,1018.9,0,360.8,3182.3,26.8,154.3,2,0,0,2
35.2,56.2,93.0,139.0,947.6,1,318.1,1690.8,48.8,734.1,1,2,0,2
26.8,49.6,17.2,57.4,1023.5,0,441.0,1708.1,63.5,1106.2,0,0,0,0
28.8,54.7,238.4,97.0,1026.3,0,172.8,3185.2,61.8,553.7,2,1,0,2
30.2,42.0,308.9,104.9,976.4,1,152.0,2701.8,89.2,609.7,2,2,0,2
17.8,82.9,121.7,43.2,993.7,0,141.4,2009.7,73.0,1005.8,1,0,0,1
21.6,92.5,83.5,47.3,946.3,0,498.2,1865.6,96.6,1365.5,0,1,0,1
26.3,21.7,341.0,132.2,955.4,0,891.0,3408.6,62.5,1027.8,2,2,0,2
19.4,28.8,286.6,85.1,1029.1,0,787.9,1001.9,23.2,278.4,2,0,0,2
21.6,78.9,158.4,110.2,1029.1,1,995.1,1260.6,51.3,1672.7,1,2,0,2
21.4,46.7,181.2,99.6,1017.9,1,169.1,2557.4,75.5,139.4,2,2,0,2
47.2,88.5,230.8,21.2,984.8,0,866.4,2587.4,48.8,492.0,1,0,0,1
13.4,93.7,132.2,16.2,964.7,1,1481.0,3128.3,25.7,1829.6,0,2,0,2
23.3,46.5,206.2,141.8,964.9,0,61.6,2060.2,40.9,1263.5,2,2,0,2
26.5,56.4,338.9,118.9,966.0,0,748.4,2556.6,52.0,385.4,2,2,0,2
46.7,69.9,232.5,45.5,965.9,1,23.4,622.9,35.5,1226.8,2,2,2,2
12.0,44.5,150.6,99.0,940.1,1,206.6,3136.2,80.7,1053.8,1,2,0,2
46.4,64.9,333.8,107.0,952.8,0,648.1,3254.8,36.2,161.1,2,2,1,2
45.5,39.9,237.5,57.9,975.9,0,1339.6,3260.6,63.7,429.3,1,1,0,1
26.6,90.1,281.5,20.9,1009.1,1,203.5,2162.9,37.1,262.6,2,1,0,2
31.5,70.3,191.0,56.4,1018.8,1,144.1,2079.7,72.5,1057.2,2,2,0,2
36.0,48.6,124.0,70.0,1026.5,1,41.5,2176.7,96.2,899.7,1,2,1,2
38.7,69.2,105.8,36.4,986.1,0,931.3,3199.7,89.0,201.7,0,0,0,0
42.1,30.1,234.5,69.4,1008.7,1,1258.8,754.0,34.3,1973.7,1,2,0,2
14.1,67.5,287.7,84.8,1002.2,0,182.2,2253.9,56.0,1462.2,2,1,0,2
36.7,61.3,196.7,145.1,952.3,0,451.3,1432.7,99.0,112.3,1,2,0,2
28.4,75.0,40.1,0.0,994.3,0,779.7,1241.6,19.3,146.8,0,0,0,0
29.2,51.3,324.1,45.0,983.5,0,1230.4,3025.2,59.2,1661.2,2,0,0,2
35.9,88.7,216.0,64.9,997.3,0,212.5,2733.8,31.7,1071.9,2,1,0,2
36.6,36.0,168.2,43.4,949.0,1,551.0,1325.5,44.7,1619.7,1,2,1,2
27.6,85.1,51.9,42.5,950.8,1,16.5,1408.3,68.1,1797.1,1,2,0,2
33.6,23.4,317.5,144.4,982.1,1,415.4,3445.3,42.2,1726.1,2,2,1,2
29.1,47.9,247.2,58.6,945.6,0,527.8,2657.6,40.5,1458.8,2,1,0,2
39.9,42.3,266.9,45.4,975.5,1,564.8,1915.3,69.3,1194.5,2,2,1,2
45.2,82.0,183.9,19.4,969.2,1,876.7,2989.7,16.1,156.1,1,2,0,2
37.8,38.5,232.8,74.9,1001.1,1,1139.9,3444.0,82.8,1492.0,1,2,0,2
19.0,92.0,60.9,133.9,1008.0,1,1383.6,685.8,32.5,171.1,0,2,0,2
38.5,55.3,131.0,94.7,942.7,0,481.7,2596.2,44.0,1978.9,1,2,0,2
31.8,36.0,88.4,65.6,965.7,0,1113.2,1802.2,57.6,1601.0,0,1,0,1
13.3,21.9,335.9,14.4,943.0,0,1339.9,1578.7,46.7,1138.5,2,0,0,2
12.7,34.8,255.5,136.6,997.8,1,285.2,1122.4,84.5,1051.6,2,2,0,2
23.5,92.0,298.7,120.2,979.5,1,1311.0,2207.5,21.4,1082.8,2,2,0,2
13.8,59.9,18.0,81.1,942.0,1,1383.4,1254.1,73.3,229.1,0,2,0,2
43.1,97.4,26.2,86.3,1016.8,1,598.8,669.9,72.8,310.7,0,2,0,2
27.9,93.4,92.1,4.5,970.4,1,300.8,3164.1,15.3,488.0,1,1,0,1
41.0,46.4,265.1,136.8,945.6,1,109.4,3344.0,91.4,1435.9,2,2,1,2
39.1,22.8,343.4,142.5,993.8,0,1331.3,1936.3,21.7,1474.3,2,2,0,2
14.0,59.7,78.8,52.5,983.0,0,32.2,666.1,79.6,1641.6,0,1,0,1
30.3,88.8,238.7,110.7,989.7,0,580.7,1631.7,21.3,1432.5,2,2,0,2
30.9,29.2,41.3,92.3,1021.3,1,290.5,1809.6,15.2,540.9,0,2,0,2
32.4,38.2,261.6,133.3,1011.4,0,1486.4,544.7,74.8,1644.0,1,2,0,2
12.9,30.1,63.2,6.6,971.5,0,1497.1,889.1,45.8,1349.4,0,0,0,0
35.0,26.1,328.4,30.9,1003.5,1,1346.5,3076.3,49.9,675.2,2,1,0,2
23.9,64.1,304.1,36.6,1020.4,1,1046.7,2010.3,14.9,1810.8,2,1,0,2
36.8,69.7,97.9,30.5,952.3,0,457.4,2158.9,21.0,1477.3,0,1,0,1
39.9,22.9,82.3,66.0,1008.8,0,31.9,3009.0,34.3,1217.7,0,0,2,2
21.4,97.2,20.9,128.2,974.6,0,1294.2,1654.0,14.0,490.9,0,2,0,2
17.0,54.5,18.3,45.8,988.7,1,1405.8,3230.2,77.9,738.8,0,2,0,2
41.5,41.0,263.7,32.5,942.5,1,1298.6,2847.8,93.6,1529.6,1,2,0,2
40.7,64.3,333.4,139.9,965.9,1,635.8,2657.7,79.2,594.2,2,2,0,2
46.5,57.4,347.4,35.7,1021.7,1,1199.4,3352.9,17.7,574.9,2,1,0,2
30.6,47.0,138.1,92.3,972.6,1,1173.6,2930.8,64.7,336.2,0,2,0,2
31.6,45.7,92.6,26.8,981.6,1,13.3,611.0,42.3,1311.7,1,2,1,2
31.2,52.7,202.8,11.9,1020.7,1,1429.9,1821.3,33.2,1594.8,1,1,0,1
19.9,59.6,79.6,26.2,1018.4,0,349.0,2463.8,26.6,1062.8,0,0,0,0
26.7,45.4,193.7,34.2,1025.7,1,1462.9,548.4,86.0,1713.9,1,1,0,1
30.5,23.6,82.1,16.4,985.6,0,766.6,1210.9,39.3,805.6,0,0,0,0
41.3,53.3,224.7,131.4,952.9,1,910.5,1580.9,97.8,1805.0,1,2,0,2
24.2,95.4,102.9,4.7,973.1,1,1395.5,3235.6,12.3,1257.2,0,1,0,1
40.7,60.9,273.3,76.2,992.3,1,1409.9,1636.5,62.4,1348.4,2,2,0,2
15.7,81.0,227.2,143.3,1026.3,0,848.1,3493.4,66.7,1494.5,1,2,0,2
30.5,29.7,307.5,119.7,994.6,1,475.4,1085.1,61.8,1831.0,2,2,0,2
22.5,83.9,342.1,34.6,968.3,0,1039.6,1835.0,96.2,878.9,2,1,0,2
13.0,64.8,26.8,54.3,983.6,0,673.5,1756.6,61.2,1670.9,0,1,0,1
14.8,63.0,271.8,61.1,992.6,0,908.3,2887.6,40.7,324.1,2,1,0,2
25.5,60.4,51.9,74.1,1019.3,0,1349.8,3129.2,11.4,329.5,0,1,0,1
20.0,64.4,325.5,111.4,951.4,0,1250.8,571.8,25.0,238.7,2,2,0,2
29.6,62.3,135.8,63.4,951.5,0,1068.0,857.1,90.8,1806.9,0,1,0,1
32.5,69.3,347.9,6.8,1006.5,1,1424.9,3232.0,66.8,1507.3,2,1,0,2
26.6,80.6,245.0,110.0,1005.1,0,228.4,523.4,63.4,1380.4,2,1,0,2
27.2,45.6,61.9,108.4,965.1,0,348.4,1979.9,14.3,1083.6,0,2,0,2
30.0,60.7,324.8,42.8,974.6,0,1430.3,625.8,95.1,1776.5,2,1,0,2
37.8,54.4,97.4,131.9,968.3,1,427.2,855.7,34.6,933.9,1,2,0,2
43.6,43.1,321.2,148.3,1007.8,0,999.7,923.0,28.6,1693.7,2,2,1,2
38.7,22.2,315.9,144.0,988.6,0,10.0,2997.5,12.3,486.0,2,2,2,2
45.8,65.7,256.2,78.1,1014.8,1,1377.0,2648.8,92.7,327.9,1,2,0,2
43.8,59.5,30.4,20.5,965.1,0,1452.7,2910.9,77.0,522.6,0,0,0,0
12.8,32.5,117.4,68.0,1006.2,0,1060.2,1444.4,93.2,923.4,0,0,0,0
45.4,83.5,111.1,126.2,999.5,0,1423.8,2381.9,32.1,1214.1,0,2,0,2
43.1,37.6,68.5,70.5,983.6,0,1100.3,1347.8,27.9,1764.1,0,1,0,1
46.1,88.6,262.3,0.5,946.1,0,1065.0,616.4,71.9,1265.4,2,0,0,2
34.0,38.8,122.0,79.6,1025.9,1,1261.0,3125.1,70.1,1031.4,0,2,0,2
33.9,67.8,190.2,44.3,959.7,1,629.4,1841.5,32.3,907.2,1,2,0,2
16.7,96.5,231.2,52.1,975.8,0,1160.5,1951.2,82.4,1029.4,1,1,0,1
25.7,38.8,101.8,76.1,1020.1,1,91.2,2815.4,33.5,703.5,1,2,0,2
24.9,55.4,139.5,136.9,964.1,0,509.8,2955.6,37.8,878.6,1,2,0,2
31.8,33.3,72.2,93.8,1025.3,1,193.8,2119.3,95.5,140.1,0,2,1,2
24.4,82.4,116.7,52.9,1008.9,0,982.4,2055.9,42.6,477.0,0,0,0,0
16.0,62.9,300.9,34.4,1012.1,1,497.3,1146.8,76.0,1886.0,2,1,0,2
11.4,21.6,329.1,15.4,975.8,1,63.4,1349.3,12.2,1300.0,2,1,0,2
36.1,22.7,262.5,121.9,974.0,1,196.8,2721.6,34.3,261.3,2,2,1,2
12.8,77.8,266.8,62.3,941.3,0,143.3,2264.6,45.2,1679.8,2,1,0,2
42.7,82.8,148.8,111.5,967.2,1,304.0,1292.8,69.0,995.7,1,2,1,2
21.1,27.4,338.4,84.1,983.5,0,573.6,3479.5,75.5,1907.8,2,1,0,2
39.0,77.2,158.3,86.7,942.2,0,670.6,1930.4,19.8,690.2,1,2,0,2
15.5,70.4,29.3,84.1,958.7,1,890.1,751.7,46.3,1692.3,0,2,0,2
29.9,87.2,266.2,8.8,984.4,1,467.2,1513.6,23.6,710.7,2,1,0,2
31.5,52.5,2.0,103.6,1008.0,1,818.4,1439.0,68.7,711.5,0,2,0,2
36.9,61.2,300.5,148.9,947.3,0,638.6,732.5,21.5,125.9,2,2,0,2
29.8,29.7,69.1,130.5,950.2,1,742.8,2378.5,57.2,365.7,0,2,0,2
43.2,53.5,3.2,17.6,1029.6,1,783.7,2345.3,43.4,1335.4,0,1,1,1
15.4,61.9,71.6,92.1,1004.3,1,708.2,1131.9,39.7,1518.9,0,2,0,2
47.9,94.2,57.5,107.3,982.6,1,624.5,951.0,16.0,1956.3,0,2,0,2
21.8,35.0,242.9,80.7,969.8,0,937.5,2283.4,16.0,1309.1,1,1,0,1
43.6,47.6,4.9,28.9,965.6,1,876.7,1417.3,66.2,866.2,0,2,1,2
19.7,63.3,230.8,11.6,953.7,0,420.0,1288.8,19.2,1614.1,2,0,0,2
32.3,81.3,115.6,115.8,993.3,1,1450.0,2711.8,65.4,1827.5,0,2,0,2
18.0,20.2,81.1,32.5,1023.7,0,215.0,1926.4,10.0,247.8,0,0,0,0
46.9,31.0,282.5,63.8,982.5,1,750.6,851.9,60.4,816.9,2,2,1,2
24.7,58.0,109.1,78.3,987.8,0,1433.0,3336.5,85.0,1451.6,0,1,0,1
41.9,64.8,171.5,118.3,1001.7,1,978.1,1034.0,88.0,1725.2,1,2,0,2
39.3,47.7,148.4,92.5,1018.9,0,573.7,1037.0,77.3,120.3,1,1,1,1
26.8,62.1,2.0,46.6,948.5,1,1373.7,2008.4,11.2,618.8,0,2,0,2
34.6,71.3,139.4,149.4,1003.4,1,937.9,3413.4,84.1,1740.1,1,2,0,2
45.2,99.8,221.3,73.5,982.6,0,57.3,586.5,90.5,391.1,2,1,1,2
38.0,89.7,46.1,62.9,1016.1,0,665.1,2631.8,38.3,1730.0,0,0,0,0
20.5,88.2,229.3,110.6,969.9,1,1346.6,1007.6,98.8,1472.1,1,2,0,2
23.9,21.1,232.6,62.5,1000.1,0,97.4,2975.1,55.1,1485.0,2,0,0,2
13.2,55.5,96.4,29.8,985.5,0,952.9,3026.4,94.7,691.2,0,0,0,0
31.3,29.4,163.2,125.4,947.7,1,132.2,3254.0,26.4,264.2,1,2,1,2
22.1,70.1,7.0,25.4,940.9,1,690.5,3131.6,94.9,684.8,0,2,0,2
35.9,95.4,302.6,112.1,1006.4,1,80.0,2617.7,26.0,366.8,2,2,0,2
22.0,38.1,65.9,132.5,955.9,1,389.0,1818.8,18.3,774.8,0,2,0,2
23.8,81.8,183.1,124.4,1001.8,0,55.1,3004.2,44.7,1122.1,2,2,0,2
18.0,76.2,121.4,121.6,1011.7,0,513.3,3405.5,59.6,1512.0,1,1,0,1
20.2,61.1,73.8,32.7,963.5,0,775.5,2393.3,52.8,987.8,0,1,0,1
22.3,65.1,230.4,135.2,969.0,0,944.2,3108.0,10.7,900.7,1,2,0,2
22.7,71.8,35.1,137.0,967.6,1,820.2,2756.1,49.5,1271.6,0,2,0,2
32.6,75.6,255.8,71.0,961.9,1,901.4,1947.7,46.1,176.2,2,2,0,2
45.3,38.7,327.2,139.0,949.7,1,1161.1,3361.9,46.1,154.3,2,2,1,2
29.5,93.8,310.3,144.8,1024.9,0,1427.2,2204.0,22.6,1360.5,2,2,0,2
40.0,24.3,31.6,118.9,952.7,1,688.1,996.0,10.1,380.2,0,2,1,2
43.6,44.1,28.1,35.4,958.3,0,1086.2,962.4,60.0,1573.7,0,1,0,1
10.2,32.7,35.0,82.5,975.5,0,1369.2,2505.3,84.8,1441.8,0,1,0,1
39.0,27.7,45.0,114.5,952.0,1,1347.0,2959.4,75.7,906.7,0,2,0,2
25.0,25.7,170.9,111.1,992.8,0,1328.4,1034.5,31.2,788.3,0,1,0,1
29.1,20.1,209.7,59.7,947.0,0,207.1,1063.9,29.0,927.3,1,1,1,1
22.9,72.3,149.0,42.7,974.8,1,52.2,3375.5,48.0,410.7,1,2,0,2
35.9,86.7,162.7,12.4,1001.7,0,983.8,1713.4,82.6,405.7,1,0,0,1
14.9,60.6,240.2,1.7,998.8,1,633.7,663.5,48.2,1509.9,2,1,0,2
14.4,84.6,317.9,75.3,1010.3,1,1266.3,3415.3,20.1,439.8,2,2,0,2
26.1,80.8,304.6,12.0,940.6,1,296.4,2938.5,75.5,964.5,2,2,0,2
11.8,42.5,42.5,73.4,973.0,1,378.5,1512.4,36.7,1656.4,0,2,0,2
30.6,34.3,124.9,2.6,969.2,0,893.7,1571.7,13.3,1503.5,0,0,0,0
19.4,26.7,33.1,109.0,997.0,1,1339.1,1536.2,51.2,1272.8,0,2,0,2
44.9,92.3,326.3,123.1,991.2,0,114.8,1618.4,23.2,1956.0,2,2,1,2
34.2,90.6,133.7,147.0,947.1,1,633.8,567.2,95.5,588.0,1,2,0,2
34.8,90.6,292.9,65.0,950.5,0,856.3,3484.8,65.4,1124.4,2,1,0,2
40.2,75.5,17.1,86.0,959.4,1,412.2,2566.6,26.7,1053.0,0,2,0,2
11.7,51.9,63.4,42.7,940.5,0,28.1,1743.0,21.7,607.4,0,1,0,1
32.8,98.1,111.4,33.2,941.6,1,331.6,2334.2,75.5,1257.7,1,2,0,2
27.5,53.7,208.3,81.2,982.8,0,514.4,1458.9,84.0,388.4,1,1,0,1
42.5,59.9,186.3,25.5,975.1,1,48.4,3056.9,97.1,1299.6,2,2,1,2
31.3,47.6,72.6,147.7,973.2,1,1126.3,1854.5,52.1,396.2,0,2,0,2
32.2,69.9,197.7,62.3,1008.8,1,834.7,1972.3,31.1,1850.2,1,2,0,2
15.0,68.6,297.4,14.5,959.6,0,856.1,1035.9,24.3,1577.3,2,0,0,2
37.9,52.1,143.0,112.7,977.6,1,479.1,1589.5,19.5,1781.0,1,2,0,2
46.5,80.9,111.2,80.3,975.3,1,742.2,1891.7,84.4,954.0,1,2,0,2
45.1,34.2,100.9,79.9,970.1,1,984.3,2550.1,18.8,1202.3,0,2,1,2
25.9,53.5,66.1,4.4,960.2,0,899.4,2696.4,95.1,717.5,0,0,0,0
19.5,65.5,165.2,13.6,973.3,1,828.1,3090.3,86.5,406.6,1,1,0,1
24.0,90.0,61.3,140.6,1022.9,1,199.0,694.4,12.8,1197.4,0,2,0,2
27.4,74.7,155.3,36.3,955.9,1,750.3,833.5,64.4,729.4,1,2,0,2
45.0,32.7,161.8,144.4,940.6,0,1023.0,1719.0,56.8,993.4,0,2,1,2
24.6,82.6,335.2,132.5,988.4,0,657.8,2983.3,15.4,1642.2,2,2,0,2
41.5,78.0,14.0,59.9,1023.5,1,642.9,872.2,23.1,598.7,0,2,0,2
41.4,80.3,39.1,25.3,977.2,1,212.9,1229.2,53.4,602.6,0,2,1,2
22.5,75.5,160.4,106.4,1007.7,1,513.7,2567.6,39.8,955.7,1,2,0,2
19.8,42.0,12.5,21.0,987.0,0,331.5,1612.6,42.6,653.3,0,0,0,0
45.9,32.7,221.9,71.3,979.6,1,231.7,2915.6,21.6,1254.2,2,2,2,2
42.6,40.6,79.8,127.6,992.5,0,876.4,1278.3,74.9,1516.4,0,2,1,2
47.9,52.5,216.5,25.6,971.0,0,880.7,2003.3,57.1,818.2,1,0,1,1
45.2,71.9,304.8,72.3,983.6,1,21.3,3340.8,40.8,687.7,2,2,1,2
18.5,42.3,272.3,118.4,998.5,1,748.2,2208.2,67.5,123.2,2,2,0,2
38.4,85.5,275.7,134.7,1006.7,1,996.4,1695.5,18.9,726.1,2,2,0,2
12.6,64.3,187.2,111.2,1018.5,0,669.9,2068.8,32.0,1614.8,1,1,0,1
16.9,94.9,300.1,34.3,1004.6,0,60.3,2327.4,59.7,273.6,2,0,0,2
17.2,86.5,22.3,135.5,987.0,0,311.6,1231.8,78.6,1006.8,0,2,0,2
13.7,90.5,17.9,118.5,946.6,1,174.6,750.2,27.8,1130.5,0,2,0,2
18.2,59.0,199.3,87.3,1017.5,0,1080.0,1827.9,67.8,1219.0,1,1,0,1
34.1,80.4,347.3,37.8,976.6,1,738.9,1029.6,55.7,1077.0,2,2,0,2
46.2,44.0,303.5,37.4,964.8,1,938.9,834.4,78.1,446.1,2,2,1,2
10.2,91.5,178.3,74.4,956.1,1,1009.5,783.7,87.6,750.6,1,2,0,2
36.1,85.8,67.8,16.3,960.9,1,752.7,1460.0,57.7,295.5,0,2,0,2
21.4,68.8,199.9,23.2,954.1,1,1178.7,3057.1,64.9,398.6,1,2,0,2
46.4,98.5,228.7,118.3,1010.2,1,343.1,1288.6,94.1,1685.4,2,2,1,2
24.1,44.5,254.3,124.4,968.4,1,637.9,1680.6,47.5,1548.2,2,2,0,2
25.4,97.5,123.8,120.8,1027.7,1,29.2,2613.0,28.8,1461.7,1,2,0,2
